Homeologous_ID;Gene;is_Marker_of_Cluster;Specificity;Stability;Genome Asymmetry
TraesCS6A03G0675300;TraesCS6B03G0800700;10Xylem;unspecific;unstable;
TraesCS6A03G0675300;TraesCS6D03G0566000;10Xylem;;;
TraesCS6A03G0675300;TraesCS6A03G0675300;6Pericycle_14RootCap_11Endodermis/Phloem_10Xylem;;;
TraesCS6A03G0675400;TraesCS6B03G0800300;11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS6A03G0675400;TraesCS6A03G0675400;14RootCap_11Endodermis/Phloem_1Epidermis;;;
TraesCS6A03G0675400;TraesCS6D03G0566400;8RootHair_1Epidermis;;;
TraesCS6A03G0678000;TraesCS6B03G0798600;9Endodermis;unspecific;unstable;
TraesCS6A03G0678000;TraesCS6A03G0678000;9Endodermis_14RootCap;;;
TraesCS6A03G0678000;TraesCS6D03G0568200;9Endodermis_14RootCap;;;
TraesCS6A03G0684200;TraesCS6D03G0573300;4ProvascularCells_11Endodermis/Phloem;unspecific;unstable;
TraesCS6A03G0684200;TraesCS6A03G0684200;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0684200;TraesCS6B03G0794300;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0684600;TraesCS6B03G0794800;6Pericycle;specific;stable;B_dominant_6
TraesCS6A03G0684600;TraesCS6A03G0684600;NA;;;
TraesCS6A03G0684600;TraesCS6D03G0573700;NA;;;
TraesCS6A03G0686000;TraesCS6A03G0686000;12DividingCells;unspecific;unstable;
TraesCS6A03G0686000;TraesCS6B03G0790600;12DividingCells;;;
TraesCS6A03G0686000;TraesCS6D03G0575400;3Meristems_12DividingCells;;;
TraesCS6A03G0705300;TraesCS6D03G0592100;10Xylem;specific;stable;D_dominant_10
TraesCS6A03G0705300;TraesCS6A03G0705300;NA;;;
TraesCS6A03G0705300;TraesCS6B03G0836400;NA;;;
TraesCS6A03G0706000;TraesCS6A03G0706000;14RootCap;specific;stable;A_dominant_14
TraesCS6A03G0706000;TraesCS6B03G0838100;NA;;;
TraesCS6A03G0706000;TraesCS6D03G0593400;NA;;;
TraesCS6A03G0720300;TraesCS6A03G0720300;12DividingCells;specific;stable;A_dominant_12
TraesCS6A03G0720300;TraesCS6B03G0853100;NA;;;
TraesCS6A03G0720300;TraesCS6D03G0603500;NA;;;
TraesCS6A03G0722700;TraesCS6A03G0722700;5Unknown;unspecific;unstable;
TraesCS6A03G0722700;TraesCS6B03G0856100;5Unknown_14RootCap;;;
TraesCS6A03G0722700;TraesCS6D03G0605400;NA;;;
TraesCS6A03G0725000;TraesCS6A03G0725000;14RootCap;specific;stable;
TraesCS6A03G0725000;TraesCS6B03G0858400;NA;;;
TraesCS6A03G0725000;TraesCS6D03G0607800;NA;;;
TraesCS6A03G0726600;TraesCS6D03G0609900;6Pericycle;specific;stable;
TraesCS6A03G0726600;TraesCS6A03G0726600;NA;;;
TraesCS6A03G0726600;TraesCS6B03G0862000;NA;;;
TraesCS6A03G0731100;TraesCS6D03G0614800;13Phloem;specific;stable;D_dominant_13
TraesCS6A03G0731100;TraesCS6A03G0731100;NA;;;
TraesCS6A03G0731100;TraesCS6B03G0866400;NA;;;
TraesCS6A03G0740800;TraesCS6A03G0740800;14RootCap;specific;stable;
TraesCS6A03G0740800;TraesCS6B03G0878000;NA;;;
TraesCS6A03G0740800;TraesCS6D03G0622100;NA;;;
TraesCS6A03G0743900;TraesCS6A03G0743900;4ProvascularCells_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0743900;TraesCS6B03G0884800;NA;;;
TraesCS6A03G0743900;TraesCS6D03G0626000;NA;;;
TraesCS6A03G0748000;TraesCS6A03G0748000;13Phloem;specific;stable;
TraesCS6A03G0748000;TraesCS6B03G0887400;NA;;;
TraesCS6A03G0748000;TraesCS6D03G0630100;NA;;;
TraesCS6A03G0751000;TraesCS6A03G0751000;8RootHair;specific;stable;
TraesCS6A03G0751000;TraesCS6B03G0889800;8RootHair;;;
TraesCS6A03G0751000;TraesCS6D03G0635000;8RootHair;;;
TraesCS6A03G0754300;TraesCS6B03G0894800;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0754300;TraesCS6A03G0754300;NA;;;
TraesCS6A03G0754300;TraesCS6D03G0637500;NA;;;
TraesCS6A03G0756700;TraesCS6A03G0756700;8RootHair_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0756700;TraesCS6B03G0899700;8RootHair_11Endodermis/Phloem;;;
TraesCS6A03G0756700;TraesCS6D03G0639500;NA;;;
TraesCS6A03G0757500;TraesCS6A03G0757500;10Xylem;specific;stable;
TraesCS6A03G0757500;TraesCS6B03G0900800;10Xylem;;;
TraesCS6A03G0757500;TraesCS6D03G0640800;10Xylem;;;
TraesCS6A03G0762000;TraesCS6A03G0762000;13Phloem;specific;stable;
TraesCS6A03G0762000;TraesCS6B03G0906700;13Phloem;;;
TraesCS6A03G0762000;TraesCS6D03G0644800;NA;;;
TraesCS6A03G0765900;TraesCS6D03G0647000;7Epidermis_3Meristems;unspecific;stable;
TraesCS6A03G0765900;TraesCS6A03G0765900;NA;;;
TraesCS6A03G0765900;TraesCS6B03G0912400;NA;;;
TraesCS6A03G0771900;TraesCS6A03G0771900;10Xylem;unspecific;unstable;
TraesCS6A03G0771900;TraesCS6D03G0654300;14RootCap_10Xylem;;;
TraesCS6A03G0771900;TraesCS6B03G0919200;NA;;;
TraesCS6A03G0772300;TraesCS6A03G0772300;10Xylem;specific;stable;
TraesCS6A03G0772300;TraesCS6B03G0919400;NA;;;
TraesCS6A03G0772300;TraesCS6D03G0654500;NA;;;
TraesCS6A03G0781500;TraesCS6B03G0928100;5Unknown;specific;stable;
TraesCS6A03G0781500;TraesCS6A03G0781500;NA;;;
TraesCS6A03G0781500;TraesCS6D03G0661500;NA;;;
TraesCS6A03G0782200;TraesCS6A03G0782200;4ProvascularCells;specific;stable;
TraesCS6A03G0782200;TraesCS6B03G0928200;4ProvascularCells;;;
TraesCS6A03G0782200;TraesCS6D03G0661800;4ProvascularCells;;;
TraesCS6A03G0784600;TraesCS6D03G0664000;1Epidermis;specific;stable;
TraesCS6A03G0784600;TraesCS6B03G0932100;8RootHair_1Epidermis;;;
TraesCS6A03G0784600;TraesCS6A03G0784600;NA;;;
TraesCS6A03G0788700;TraesCS6A03G0788700;11Endodermis/Phloem;unspecific;unstable;
TraesCS6A03G0788700;TraesCS6B03G0935300;8RootHair;;;
TraesCS6A03G0788700;TraesCS6D03G0666500;8RootHair;;;
TraesCS6A03G0791900;TraesCS6B03G0936400;4ProvascularCells;unspecific;unstable;
TraesCS6A03G0791900;TraesCS6D03G0667100;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS6A03G0791900;TraesCS6A03G0791900;NA;;;
TraesCS6A03G0796000;TraesCS6A03G0796000;11Endodermis/Phloem;specific;stable;D_suppressed_11
TraesCS6A03G0796000;TraesCS6B03G0941600;11Endodermis/Phloem;;;
TraesCS6A03G0796000;TraesCS6D03G0671500;NA;;;
TraesCS6A03G0800500;TraesCS6A03G0800500;11Endodermis/Phloem;unspecific;unstable;
TraesCS6A03G0800500;TraesCS6D03G0676300;6Pericycle_11Endodermis/Phloem;;;
TraesCS6A03G0800500;TraesCS6B03G0945500;6Pericycle_4ProvascularCells_14RootCap_11Endodermis/Phloem;;;
TraesCS6A03G0805900;TraesCS6A03G0805900;4ProvascularCells;specific;stable;D_suppressed_4
TraesCS6A03G0805900;TraesCS6B03G0955500;4ProvascularCells;;;
TraesCS6A03G0805900;TraesCS6D03G0682500;NA;;;
TraesCS6A03G0810100;TraesCS6A03G0810100;14RootCap;unspecific;unstable;
TraesCS6A03G0810100;TraesCS6D03G0684900;5Unknown_14RootCap;;;
TraesCS6A03G0810100;TraesCS6B03G0960700;NA;;;
TraesCS6A03G0811900;TraesCS6A03G0811900;14RootCap;unspecific;unstable;
TraesCS6A03G0811900;TraesCS6B03G0962300;14RootCap;;;
TraesCS6A03G0811900;TraesCS6D03G0686000;5Unknown_14RootCap;;;
TraesCS6A03G0812000;TraesCS6A03G0812000;5Unknown;unspecific;unstable;
TraesCS6A03G0812000;TraesCS6D03G0686100;5Unknown;;;
TraesCS6A03G0812000;TraesCS6B03G0962400;5Unknown_14RootCap;;;
TraesCS6A03G0813100;TraesCS6A03G0813100;14RootCap_13Phloem_1Epidermis;unspecific;stable;
TraesCS6A03G0813100;TraesCS6B03G0964200;NA;;;
TraesCS6A03G0813100;TraesCS6D03G0687100;NA;;;
TraesCS6A03G0822100;TraesCS6A03G0822100;6Pericycle_5Unknown;unspecific;unstable;
TraesCS6A03G0822100;TraesCS6D03G0695500;6Pericycle_5Unknown_14RootCap;;;
TraesCS6A03G0822100;TraesCS6B03G0976100;NA;;;
TraesCS6A03G0823100;TraesCS6A03G0823100;5Unknown;specific;stable;
TraesCS6A03G0823100;TraesCS6B03G0977900;5Unknown;;;
TraesCS6A03G0823100;TraesCS6D03G0696500;5Unknown;;;
TraesCS6A03G0828200;TraesCS6B03G0988000;14RootCap;specific;stable;
TraesCS6A03G0828200;TraesCS6D03G0702200;14RootCap;;;
TraesCS6A03G0828200;TraesCS6A03G0828200;NA;;;
TraesCS6A03G0832200;TraesCS6A03G0832200;13Phloem;specific;stable;
TraesCS6A03G0832200;TraesCS6B03G0994100;13Phloem;;;
TraesCS6A03G0832200;TraesCS6D03G0706800;NA;;;
TraesCS6A03G0835200;TraesCS6B03G0996700;6Pericycle_13Phloem;unspecific;unstable;
TraesCS6A03G0835200;TraesCS6A03G0835200;6Pericycle_4ProvascularCells;;;
TraesCS6A03G0835200;TraesCS6D03G0709800;NA;;;
TraesCS6A03G0840100;TraesCS6B03G1002000;9Endodermis;specific;stable;A_suppressed_9
TraesCS6A03G0840100;TraesCS6A03G0840100;NA;;;
TraesCS6A03G0840100;TraesCS6D03G0712600;NA;;;
TraesCS6A03G0855700;TraesCS6A03G0855700;14RootCap;specific;stable;
TraesCS6A03G0855700;TraesCS6B03G1024000;NA;;;
TraesCS6A03G0855700;TraesCS6D03G0724900;NA;;;
TraesCS6A03G0856300;TraesCS6B03G1026100;1Epidermis;specific;stable;
TraesCS6A03G0856300;TraesCS6A03G0856300;NA;;;
TraesCS6A03G0856300;TraesCS6D03G0725700;NA;;;
TraesCS6A03G0859000;TraesCS6A03G0859000;5Unknown;specific;stable;
TraesCS6A03G0859000;TraesCS6D03G0729200;5Unknown;;;
TraesCS6A03G0859000;TraesCS6B03G1027800;NA;;;
TraesCS6A03G0859300;TraesCS6B03G1029200;1Epidermis;specific;stable;
TraesCS6A03G0859300;TraesCS6A03G0859300;NA;;;
TraesCS6A03G0859300;TraesCS6D03G0729700;NA;;;
TraesCS6A03G0859500;TraesCS6A03G0859500;10Xylem;unspecific;unstable;
TraesCS6A03G0859500;TraesCS6B03G1029600;8RootHair_10Xylem;;;
TraesCS6A03G0859500;TraesCS6D03G0729900;NA;;;
TraesCS6A03G0867900;TraesCS6A03G0867900;5Unknown_14RootCap;unspecific;stable;
TraesCS6A03G0867900;TraesCS6D03G0738200;5Unknown_14RootCap;;;
TraesCS6A03G0867900;TraesCS6B03G1038400;NA;;;
TraesCS6A03G0869800;TraesCS6A03G0869800;6Pericycle_4ProvascularCells_11Endodermis/Phloem;unspecific;stable;
TraesCS6A03G0869800;TraesCS6B03G1039600;NA;;;
TraesCS6A03G0869800;TraesCS6D03G0740700;NA;;;
TraesCS6A03G0874200;TraesCS6B03G1046500;8RootHair;specific;stable;
TraesCS6A03G0874200;TraesCS6D03G0744400;8RootHair;;;
TraesCS6A03G0874200;TraesCS6A03G0874200;NA;;;
TraesCS6A03G0889900;TraesCS6A03G0889900;9Endodermis;specific;stable;
TraesCS6A03G0889900;TraesCS6B03G1068700;9Endodermis;;;
TraesCS6A03G0889900;TraesCS6D03G0764800;9Endodermis;;;
TraesCS6A03G0890300;TraesCS6A03G0890300;8RootHair;specific;stable;
TraesCS6A03G0890300;TraesCS6B03G1069000;8RootHair;;;
TraesCS6A03G0890300;TraesCS6D03G0765000;8RootHair;;;
TraesCS6A03G0892900;TraesCS6A03G0892900;7Epidermis_1Epidermis;specific;stable;
TraesCS6A03G0892900;TraesCS6B03G1074200;7Epidermis_1Epidermis;;;
TraesCS6A03G0892900;TraesCS6D03G0767200;7Epidermis_1Epidermis;;;
TraesCS6A03G0903100;TraesCS6D03G0775000;14RootCap;specific;stable;D_dominant_14
TraesCS6A03G0903100;TraesCS6A03G0903100;NA;;;
TraesCS6A03G0903100;TraesCS6B03G1087500;NA;;;
TraesCS6A03G0918600;TraesCS6A03G0918600;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0918600;TraesCS6B03G1106200;11Endodermis/Phloem;;;
TraesCS6A03G0918600;TraesCS6D03G0790600;11Endodermis/Phloem;;;
TraesCS6A03G0930600;TraesCS6A03G0930600;12DividingCells;specific;stable;
TraesCS6A03G0930600;TraesCS6B03G1128600;NA;;;
TraesCS6A03G0930600;TraesCS6D03G0804600;NA;;;
TraesCS6A03G0932100;TraesCS6A03G0932100;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0932100;TraesCS6B03G1131300;11Endodermis/Phloem;;;
TraesCS6A03G0932100;TraesCS6D03G0806700;11Endodermis/Phloem;;;
TraesCS6A03G0936000;TraesCS6A03G0936000;13Phloem;specific;stable;
TraesCS6A03G0936000;TraesCS6D03G0811200;13Phloem;;;
TraesCS6A03G0936000;TraesCS6B03G1137900;NA;;;
TraesCS6A03G0941500;TraesCS6A03G0941500;9Endodermis;unspecific;unstable;
TraesCS6A03G0941500;TraesCS6D03G0819200;9Endodermis_2Cortex;;;
TraesCS6A03G0941500;TraesCS6B03G1151000;9Endodermis_2Cortex_12DividingCells;;;
TraesCS6A03G0960600;TraesCS6A03G0960600;12DividingCells;specific;stable;
TraesCS6A03G0960600;TraesCS6B03G1174200;NA;;;
TraesCS6A03G0960600;TraesCS6D03G0840000;NA;;;
TraesCS6A03G0965900;TraesCS6A03G0965900;11Endodermis/Phloem;specific;stable;
TraesCS6A03G0965900;TraesCS6B03G1182400;11Endodermis/Phloem;;;
TraesCS6A03G0965900;TraesCS6D03G0845500;11Endodermis/Phloem;;;
TraesCS6A03G0967400;TraesCS6A03G0967400;2Cortex_1Epidermis;unspecific;unstable;
TraesCS6A03G0967400;TraesCS6D03G0848200;2Cortex_1Epidermis;;;
TraesCS6A03G0967400;TraesCS6B03G1184200;8RootHair_1Epidermis;;;
TraesCS6A03G0969700;TraesCS6B03G1186600;8RootHair;specific;stable;B_dominant_8
TraesCS6A03G0969700;TraesCS6A03G0969700;NA;;;
TraesCS6A03G0969700;TraesCS6D03G0850900;NA;;;
TraesCS6A03G0972100;TraesCS6A03G0972100;7Epidermis;specific;stable;
TraesCS6A03G0972100;TraesCS6B03G1188800;7Epidermis;;;
TraesCS6A03G0972100;TraesCS6D03G0852900;7Epidermis;;;
TraesCS6A03G0972500;TraesCS1B03G0486400;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS6A03G0972500;TraesCS1D03G0369400;7Epidermis_12DividingCells;;;
TraesCS6A03G0972500;TraesCS6A03G0972500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS6A03G0982200;TraesCS6B03G1206600;1Epidermis;specific;stable;
TraesCS6A03G0982200;TraesCS6D03G0869100;1Epidermis;;;
TraesCS6A03G0982200;TraesCS6A03G0982200;NA;;;
TraesCS6A03G1002900;TraesCS6A03G1002900;7Epidermis;unspecific;unstable;
TraesCS6A03G1002900;TraesCS6B03G1229900;7Epidermis;;;
TraesCS6A03G1002900;TraesCS6D03G0883900;7Epidermis_12DividingCells;;;
TraesCS6A03G1013300;TraesCS6B03G1247900;13Phloem;specific;stable;
TraesCS6A03G1013300;TraesCS6A03G1013300;NA;;;
TraesCS6A03G1013300;TraesCS6D03G0891900;NA;;;
TraesCS6A03G1013700;TraesCS6D03G0892300;8RootHair;specific;stable;D_dominant_8
TraesCS6A03G1013700;TraesCS6A03G1013700;NA;;;
TraesCS6A03G1013700;TraesCS6B03G1248500;NA;;;
TraesCS6A03G1015200;TraesCS6B03G1249800;9Endodermis_1Epidermis;unspecific;unstable;
TraesCS6A03G1015200;TraesCS6A03G1015200;9Endodermis_2Cortex;;;
TraesCS6A03G1015200;TraesCS6D03G0894100;9Endodermis_2Cortex_1Epidermis;;;
TraesCS6A03G1022100;TraesCS6D03G0900500;6Pericycle;specific;stable;
TraesCS6A03G1022100;TraesCS6A03G1022100;NA;;;
TraesCS6A03G1022100;TraesCS6B03G1260400;NA;;;
TraesCS6A03G1026500;TraesCS6A03G1026500;5Unknown;specific;stable;
TraesCS6A03G1026500;TraesCS6B03G1265400;5Unknown;;;
TraesCS6A03G1026500;TraesCS6D03G0903900;5Unknown;;;
TraesCS6A03G1047300;TraesCS6A03G1047300;8RootHair;specific;stable;
TraesCS6A03G1047300;TraesCS6B03G1299400;8RootHair;;;
TraesCS6A03G1047300;TraesCS6D03G0928200;8RootHair;;;
TraesCS6A03G1048300;TraesCS6A03G1048300;11Endodermis/Phloem;specific;stable;D_suppressed_11
TraesCS6A03G1048300;TraesCS6B03G1301800;11Endodermis/Phloem;;;
TraesCS6A03G1048300;TraesCS6D03G0929700;NA;;;
TraesCS7A03G0143900;TraesCS7A03G0143900;2Cortex;specific;stable;B_suppressed_2
TraesCS7A03G0143900;TraesCS5D03G0098000;2Cortex;;;
TraesCS7A03G0143900;TraesCS5B03G0067700;NA;;;
TraesCS7A03G0274000;TraesCS7D03G0248800;8RootHair;specific;stable;
TraesCS7A03G0274000;TraesCS7B03G0030900;8RootHair_1Epidermis;;;
TraesCS7A03G0274000;TraesCS7A03G0274000;NA;;;
TraesCS7A03G0284700;TraesCS7B03G0045300;3Meristems;specific;stable;B_dominant_3
TraesCS7A03G0284700;TraesCS7A03G0284700;NA;;;
TraesCS7A03G0284700;TraesCS7D03G0264900;NA;;;
TraesCS7A03G0285400;TraesCS7A03G0285400;13Phloem;specific;stable;A_suppressed_13
TraesCS7A03G0285400;TraesCS7B03G0047600;13Phloem;;;
TraesCS7A03G0285400;TraesCS7D03G0264400;13Phloem;;;
TraesCS7A03G0301500;TraesCS7B03G0073600;14RootCap;specific;stable;
TraesCS7A03G0301500;TraesCS7A03G0301500;NA;;;
TraesCS7A03G0301500;TraesCS7D03G0284100;NA;;;
TraesCS7A03G0307800;TraesCS7B03G0082400;11Endodermis/Phloem;specific;stable;
TraesCS7A03G0307800;TraesCS7A03G0307800;NA;;;
TraesCS7A03G0307800;TraesCS7D03G0291700;NA;;;
TraesCS7A03G0313100;TraesCS7A03G0313100;14RootCap;specific;stable;A_dominant_14
TraesCS7A03G0313100;TraesCS7B03G0088100;NA;;;
TraesCS7A03G0313100;TraesCS7D03G0295100;NA;;;
TraesCS7A03G0313200;TraesCS7B03G0089100;6Pericycle;unspecific;unstable;
TraesCS7A03G0313200;TraesCS7D03G0295400;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS7A03G0313200;TraesCS7A03G0313200;NA;;;
TraesCS7A03G0315300;TraesCS7D03G0298100;5Unknown;unspecific;unstable;
TraesCS7A03G0315300;TraesCS7A03G0315300;5Unknown_14RootCap;;;
TraesCS7A03G0315300;TraesCS7B03G0094100;NA;;;
TraesCS7A03G0315500;TraesCS7D03G0298200;14RootCap;unspecific;unstable;
TraesCS7A03G0315500;TraesCS7A03G0315500;2Cortex_14RootCap;;;
TraesCS7A03G0315500;TraesCS7B03G0094300;NA;;;
TraesCS7A03G0331500;TraesCS7B03G0112600;4ProvascularCells;specific;stable;
TraesCS7A03G0331500;TraesCS7A03G0331500;NA;;;
TraesCS7A03G0331500;TraesCS7D03G0319800;NA;;;
TraesCS7A03G0341700;TraesCS7D03G0329600;7Epidermis;unspecific;unstable;
TraesCS7A03G0341700;TraesCS7A03G0341700;7Epidermis_3Meristems_12DividingCells;;;
TraesCS7A03G0341700;TraesCS6B03G1110700;7Epidermis_3Meristems_12DividingCells;;;
TraesCS7A03G0348900;TraesCS7A03G0348900;13Phloem;specific;stable;B_suppressed_13
TraesCS7A03G0348900;TraesCS7D03G0337200;13Phloem;;;
TraesCS7A03G0348900;TraesCS7B03G0142100;NA;;;
TraesCS7A03G0353100;TraesCS7B03G0148900;10Xylem;unspecific;unstable;
TraesCS7A03G0353100;TraesCS7A03G0353100;14RootCap_10Xylem;;;
TraesCS7A03G0353100;TraesCS7D03G0342000;NA;;;
TraesCS7A03G0373200;TraesCS7B03G0170600;5Unknown_14RootCap;unspecific;unstable;
TraesCS7A03G0373200;TraesCS7A03G0373200;6Pericycle_5Unknown_14RootCap;;;
TraesCS7A03G0373200;TraesCS7D03G0357400;NA;;;
TraesCS7A03G0375000;TraesCS7A03G0375000;6Pericycle;specific;stable;
TraesCS7A03G0375000;TraesCS7B03G0171900;6Pericycle;;;
TraesCS7A03G0375000;TraesCS7D03G0358200;6Pericycle;;;
TraesCS7A03G0376900;TraesCS7B03G0174300;5Unknown;specific;stable;A_suppressed_5
TraesCS7A03G0376900;TraesCS7A03G0376900;NA;;;
TraesCS7A03G0376900;TraesCS7D03G0361400;NA;;;
TraesCS7A03G0401400;TraesCS7D03G0386800;13Phloem;specific;stable;B_suppressed_13
TraesCS7A03G0401400;TraesCS7A03G0401400;NA;;;
TraesCS7A03G0401400;TraesCS7B03G0201700;NA;;;
TraesCS7A03G0407200;TraesCS7D03G0391500;11Endodermis/Phloem;specific;stable;
TraesCS7A03G0407200;TraesCS7A03G0407200;NA;;;
TraesCS7A03G0407200;TraesCS7B03G0207900;NA;;;
TraesCS7A03G0413300;TraesCS7D03G0400300;8RootHair;specific;stable;
TraesCS7A03G0413300;TraesCS7A03G0413300;NA;;;
TraesCS7A03G0413300;TraesCS7B03G0217700;NA;;;
TraesCS7A03G0413500;TraesCS7B03G0218400;13Phloem;specific;stable;B_dominant_13
TraesCS7A03G0413500;TraesCS7A03G0413500;NA;;;
TraesCS7A03G0413500;TraesCS7D03G0400600;NA;;;
TraesCS7A03G0413900;TraesCS7A03G0413900;9Endodermis_10Xylem;unspecific;unstable;
TraesCS7A03G0413900;TraesCS7B03G0218800;9Endodermis_14RootCap_10Xylem;;;
TraesCS7A03G0413900;TraesCS7D03G0401600;9Endodermis_14RootCap_10Xylem;;;
TraesCS7A03G0420200;TraesCS7A03G0420200;11Endodermis/Phloem;specific;stable;D_dominant_11
TraesCS7A03G0420200;TraesCS7B03G0226800;11Endodermis/Phloem;;;
TraesCS7A03G0420200;TraesCS7D03G0408700;11Endodermis/Phloem;;;
TraesCS7A03G0422700;TraesCS7D03G0410800;7Epidermis_1Epidermis;specific;stable;
TraesCS7A03G0422700;TraesCS7A03G0422700;NA;;;
TraesCS7A03G0422700;TraesCS7B03G0229800;NA;;;
TraesCS7A03G0424700;TraesCS7D03G0412400;14RootCap;specific;stable;A_dominant_14
TraesCS7A03G0424700;TraesCS7A03G0424700;NA;;;
TraesCS7A03G0424700;TraesCS7B03G0232900;NA;;;
TraesCS7A03G0429000;TraesCS5B03G1134100;4ProvascularCells_11Endodermis/Phloem;unspecific;unstable;
TraesCS7A03G0429000;TraesCS5D03G1026800;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS7A03G0429000;TraesCS7A03G0429000;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS7A03G0438100;TraesCS7B03G0246800;8RootHair_1Epidermis;specific;stable;
TraesCS7A03G0438100;TraesCS7A03G0438100;NA;;;
TraesCS7A03G0438100;TraesCS7D03G0423100;NA;;;
TraesCS7A03G0441600;TraesCS7A03G0441600;5Unknown_14RootCap;unspecific;stable;
TraesCS7A03G0441600;TraesCS7D03G0427600;5Unknown_14RootCap;;;
TraesCS7A03G0441600;TraesCS7B03G0249500;NA;;;
TraesCS7A03G0441900;TraesCS7A03G0441900;5Unknown;specific;stable;
TraesCS7A03G0441900;TraesCS7D03G0427700;5Unknown;;;
TraesCS7A03G0441900;TraesCS7B03G0249600;NA;;;
TraesCS7A03G0444500;TraesCS7A03G0444500;4ProvascularCells;specific;stable;
TraesCS7A03G0444500;TraesCS7B03G0252900;4ProvascularCells;;;
TraesCS7A03G0444500;TraesCS7D03G0428800;4ProvascularCells;;;
TraesCS7A03G0446200;TraesCS7A03G0446200;14RootCap_10Xylem;unspecific;stable;
TraesCS7A03G0446200;TraesCS7B03G0254900;14RootCap_10Xylem;;;
TraesCS7A03G0446200;TraesCS7D03G0430200;14RootCap_10Xylem;;;
TraesCS7A03G0455900;TraesCS7A03G0455900;5Unknown_14RootCap;unspecific;stable;
TraesCS7A03G0455900;TraesCS7B03G0265700;5Unknown_14RootCap;;;
TraesCS7A03G0455900;TraesCS7D03G0440700;5Unknown_14RootCap;;;
TraesCS7A03G0457100;TraesCS7D03G0442600;12DividingCells;specific;stable;D_dominant_12
TraesCS7A03G0457100;TraesCS7A03G0457100;NA;;;
TraesCS7A03G0457100;TraesCS7B03G0268000;NA;;;
TraesCS7A03G0467700;TraesCS7B03G0272200;4ProvascularCells;specific;stable;
TraesCS7A03G0467700;TraesCS7A03G0467700;NA;;;
TraesCS7A03G0467700;TraesCS7D03G0448200;NA;;;
TraesCS7A03G0475600;TraesCS7A03G0475600;9Endodermis_11Endodermis/Phloem;unspecific;unstable;
TraesCS7A03G0475600;TraesCS7D03G0460200;9Endodermis_8RootHair_11Endodermis/Phloem;;;
TraesCS7A03G0475600;TraesCS7B03G0288200;9Endodermis_8RootHair_1Epidermis;;;
TraesCS7A03G0476000;TraesCS7A03G0476000;8RootHair;unspecific;unstable;
TraesCS7A03G0476000;TraesCS7D03G0460400;8RootHair_14RootCap;;;
TraesCS7A03G0476000;TraesCS7B03G0289500;NA;;;
TraesCS7A03G0479300;TraesCS7A03G0479300;3Meristems;specific;stable;
TraesCS7A03G0479300;TraesCS7B03G0293400;3Meristems;;;
TraesCS7A03G0479300;TraesCS7D03G0463800;NA;;;
TraesCS7A03G0484900;TraesCS7A03G0484900;8RootHair_1Epidermis;specific;stable;
TraesCS7A03G0484900;TraesCS7B03G0299800;8RootHair_1Epidermis;;;
TraesCS7A03G0484900;TraesCS7D03G0468700;8RootHair_1Epidermis;;;
TraesCS7A03G0485000;TraesCS7B03G0299900;14RootCap_1Epidermis;unspecific;stable;
TraesCS7A03G0485000;TraesCS7D03G0468800;14RootCap_1Epidermis;;;
TraesCS7A03G0485000;TraesCS7A03G0485000;NA;;;
TraesCS7A03G0490700;TraesCS7D03G0473300;14RootCap;unspecific;unstable;
TraesCS7A03G0490700;TraesCS7A03G0490700;14RootCap_1Epidermis;;;
TraesCS7A03G0490700;TraesCS7B03G0303900;1Epidermis;;;
TraesCS7A03G0517200;TraesCS7A03G0517200;13Phloem;specific;stable;
TraesCS7A03G0517200;TraesCS7B03G0335800;13Phloem;;;
TraesCS7A03G0517200;TraesCS7D03G0500500;13Phloem;;;
TraesCS7A03G0517300;TraesCS7A03G0517300;11Endodermis/Phloem;unspecific;unstable;
TraesCS7A03G0517300;TraesCS7D03G0500700;6Pericycle;;;
TraesCS7A03G0517300;TraesCS7B03G0335900;NA;;;
TraesCS7A03G0524000;TraesCS7B03G0347800;11Endodermis/Phloem;specific;stable;
TraesCS7A03G0524000;TraesCS7A03G0524000;NA;;;
TraesCS7A03G0524000;TraesCS7D03G0509700;NA;;;
TraesCS7A03G0529100;TraesCS7A03G0529100;8RootHair;specific;stable;A_dominant_8
TraesCS7A03G0529100;TraesCS7B03G0341300;NA;;;
TraesCS7A03G0529100;TraesCS7D03G0504900;NA;;;
TraesCS7A03G0539700;TraesCS7B03G0355300;11Endodermis/Phloem;specific;stable;
TraesCS7A03G0539700;TraesCS7A03G0539700;NA;;;
TraesCS7A03G0539700;TraesCS7D03G0516600;NA;;;
